date,task,run_name,run_dir,method_comparison_csv,results_txt,preprocess_mode,events,sessions,n_components,metrics_average,git_commit,command_line,preprocess_line,method,n_subjects,mean_accuracy,worst_accuracy,mean_delta_vs_ea,neg_transfer_rate_vs_ea,guard_improve_pearson,guard_improve_spearman,cert_improve_pearson,cert_improve_spearman,accept_rate,guard_train_auc_mean,guard_train_spearman_mean
20251227,4class,loso4_easichan_multi_safe_r20-21_l05-2_cal4,outputs/20251227/4class/loso4_easichan_multi_safe_r20-21_l05-2_cal4,outputs/20251227/4class/loso4_easichan_multi_safe_r20-21_l05-2_cal4/20251227_method_comparison.csv,outputs/20251227/4class/loso4_easichan_multi_safe_r20-21_l05-2_cal4/20251227_results.txt,paper_fir,"left_hand,right_hand,feet,tongue",0train,6,macro,,,"Preprocessing: mode=paper_fir, bandpass 8.0-30.0 Hz, resample 250.0 Hz, epoch tmin=0.5s, tmax=3.5s, events=['left_hand', 'right_hand', 'feet', 'tongue'], sessions=['0train'], FIR(order=50, window=hamming, causal=True)",ea-csp-lda,9,0.5320216049382716,0.2569444444444444,,,,,,,,,
20251227,4class,loso4_easichan_multi_safe_r20-21_l05-2_cal4,outputs/20251227/4class/loso4_easichan_multi_safe_r20-21_l05-2_cal4,outputs/20251227/4class/loso4_easichan_multi_safe_r20-21_l05-2_cal4/20251227_method_comparison.csv,outputs/20251227/4class/loso4_easichan_multi_safe_r20-21_l05-2_cal4/20251227_results.txt,paper_fir,"left_hand,right_hand,feet,tongue",0train,6,macro,,,"Preprocessing: mode=paper_fir, bandpass 8.0-30.0 Hz, resample 250.0 Hz, epoch tmin=0.5s, tmax=3.5s, events=['left_hand', 'right_hand', 'feet', 'tongue'], sessions=['0train'], FIR(order=50, window=hamming, causal=True)",ea-si-chan-csp-lda,9,0.5393518518518517,0.2708333333333333,0.0073302469135802,0.1111111111111111,,,,,,,
20251227,4class,loso4_easichan_multi_safe_r20-21_l05-2_cal4,outputs/20251227/4class/loso4_easichan_multi_safe_r20-21_l05-2_cal4,outputs/20251227/4class/loso4_easichan_multi_safe_r20-21_l05-2_cal4/20251227_method_comparison.csv,outputs/20251227/4class/loso4_easichan_multi_safe_r20-21_l05-2_cal4/20251227_results.txt,paper_fir,"left_hand,right_hand,feet,tongue",0train,6,macro,,,"Preprocessing: mode=paper_fir, bandpass 8.0-30.0 Hz, resample 250.0 Hz, epoch tmin=0.5s, tmax=3.5s, events=['left_hand', 'right_hand', 'feet', 'tongue'], sessions=['0train'], FIR(order=50, window=hamming, causal=True)",ea-si-chan-multi-safe-csp-lda,9,0.5270061728395061,0.2604166666666667,-0.0050154320987654,0.1111111111111111,-0.254053068173392,0.2333333333333333,0.0979691706542162,0.2666666666666666,0.3333333333333333,0.9229776653387765,0.7430917874396133
20251227,4class,loso4_easichan_multi_safe_r20-21_l05-2_calAll_thr07,outputs/20251227/4class/loso4_easichan_multi_safe_r20-21_l05-2_calAll_thr07,outputs/20251227/4class/loso4_easichan_multi_safe_r20-21_l05-2_calAll_thr07/20251227_method_comparison.csv,outputs/20251227/4class/loso4_easichan_multi_safe_r20-21_l05-2_calAll_thr07/20251227_results.txt,paper_fir,"left_hand,right_hand,feet,tongue",0train,6,macro,,,"Preprocessing: mode=paper_fir, bandpass 8.0-30.0 Hz, resample 250.0 Hz, epoch tmin=0.5s, tmax=3.5s, events=['left_hand', 'right_hand', 'feet', 'tongue'], sessions=['0train'], FIR(order=50, window=hamming, causal=True)",ea-csp-lda,9,0.5320216049382716,0.2569444444444444,,,,,,,,,
20251227,4class,loso4_easichan_multi_safe_r20-21_l05-2_calAll_thr07,outputs/20251227/4class/loso4_easichan_multi_safe_r20-21_l05-2_calAll_thr07,outputs/20251227/4class/loso4_easichan_multi_safe_r20-21_l05-2_calAll_thr07/20251227_method_comparison.csv,outputs/20251227/4class/loso4_easichan_multi_safe_r20-21_l05-2_calAll_thr07/20251227_results.txt,paper_fir,"left_hand,right_hand,feet,tongue",0train,6,macro,,,"Preprocessing: mode=paper_fir, bandpass 8.0-30.0 Hz, resample 250.0 Hz, epoch tmin=0.5s, tmax=3.5s, events=['left_hand', 'right_hand', 'feet', 'tongue'], sessions=['0train'], FIR(order=50, window=hamming, causal=True)",ea-si-chan-csp-lda,9,0.5393518518518517,0.2708333333333333,0.0073302469135802,0.1111111111111111,,,,,,,
20251227,4class,loso4_easichan_multi_safe_r20-21_l05-2_calAll_thr07,outputs/20251227/4class/loso4_easichan_multi_safe_r20-21_l05-2_calAll_thr07,outputs/20251227/4class/loso4_easichan_multi_safe_r20-21_l05-2_calAll_thr07/20251227_method_comparison.csv,outputs/20251227/4class/loso4_easichan_multi_safe_r20-21_l05-2_calAll_thr07/20251227_results.txt,paper_fir,"left_hand,right_hand,feet,tongue",0train,6,macro,,,"Preprocessing: mode=paper_fir, bandpass 8.0-30.0 Hz, resample 250.0 Hz, epoch tmin=0.5s, tmax=3.5s, events=['left_hand', 'right_hand', 'feet', 'tongue'], sessions=['0train'], FIR(order=50, window=hamming, causal=True)",ea-si-chan-multi-safe-csp-lda,9,0.5300925925925926,0.2395833333333333,-0.001929012345679,0.1111111111111111,-0.2179861474653004,0.0166666666666666,-0.2421850097859104,-0.3833333333333333,0.1111111111111111,0.8798003572693658,0.667728084141458
20251227,4class,loso4_easichan_multi_safe_r21_l05-2_calAll_thr05,outputs/20251227/4class/loso4_easichan_multi_safe_r21_l05-2_calAll_thr05,outputs/20251227/4class/loso4_easichan_multi_safe_r21_l05-2_calAll_thr05/20251227_method_comparison.csv,outputs/20251227/4class/loso4_easichan_multi_safe_r21_l05-2_calAll_thr05/20251227_results.txt,paper_fir,"left_hand,right_hand,feet,tongue",0train,6,macro,,,"Preprocessing: mode=paper_fir, bandpass 8.0-30.0 Hz, resample 250.0 Hz, epoch tmin=0.5s, tmax=3.5s, events=['left_hand', 'right_hand', 'feet', 'tongue'], sessions=['0train'], FIR(order=50, window=hamming, causal=True)",ea-csp-lda,9,0.5320216049382716,0.2569444444444444,,,,,,,,,
20251227,4class,loso4_easichan_multi_safe_r21_l05-2_calAll_thr05,outputs/20251227/4class/loso4_easichan_multi_safe_r21_l05-2_calAll_thr05,outputs/20251227/4class/loso4_easichan_multi_safe_r21_l05-2_calAll_thr05/20251227_method_comparison.csv,outputs/20251227/4class/loso4_easichan_multi_safe_r21_l05-2_calAll_thr05/20251227_results.txt,paper_fir,"left_hand,right_hand,feet,tongue",0train,6,macro,,,"Preprocessing: mode=paper_fir, bandpass 8.0-30.0 Hz, resample 250.0 Hz, epoch tmin=0.5s, tmax=3.5s, events=['left_hand', 'right_hand', 'feet', 'tongue'], sessions=['0train'], FIR(order=50, window=hamming, causal=True)",ea-si-chan-csp-lda,9,0.5393518518518517,0.2708333333333333,0.0073302469135802,0.1111111111111111,,,,,,,
20251227,4class,loso4_easichan_multi_safe_r21_l05-2_calAll_thr05,outputs/20251227/4class/loso4_easichan_multi_safe_r21_l05-2_calAll_thr05,outputs/20251227/4class/loso4_easichan_multi_safe_r21_l05-2_calAll_thr05/20251227_method_comparison.csv,outputs/20251227/4class/loso4_easichan_multi_safe_r21_l05-2_calAll_thr05/20251227_results.txt,paper_fir,"left_hand,right_hand,feet,tongue",0train,6,macro,,,"Preprocessing: mode=paper_fir, bandpass 8.0-30.0 Hz, resample 250.0 Hz, epoch tmin=0.5s, tmax=3.5s, events=['left_hand', 'right_hand', 'feet', 'tongue'], sessions=['0train'], FIR(order=50, window=hamming, causal=True)",ea-si-chan-multi-safe-csp-lda,9,0.5462962962962963,0.2604166666666667,0.0142746913580246,0.0,0.0032179958282686,0.0,0.1699093357349913,0.3666666666666667,0.5555555555555556,0.9498829084102778,0.7036714975845411
20251227,4class,loso4_easichan_multi_safe_r21_l05-2_calAll_thr05_seed1,outputs/20251227/4class/loso4_easichan_multi_safe_r21_l05-2_calAll_thr05_seed1,outputs/20251227/4class/loso4_easichan_multi_safe_r21_l05-2_calAll_thr05_seed1/20251227_method_comparison.csv,outputs/20251227/4class/loso4_easichan_multi_safe_r21_l05-2_calAll_thr05_seed1/20251227_results.txt,paper_fir,"left_hand,right_hand,feet,tongue",0train,6,macro,,,"Preprocessing: mode=paper_fir, bandpass 8.0-30.0 Hz, resample 250.0 Hz, epoch tmin=0.5s, tmax=3.5s, events=['left_hand', 'right_hand', 'feet', 'tongue'], sessions=['0train'], FIR(order=50, window=hamming, causal=True)",ea-csp-lda,9,0.5320216049382716,0.2569444444444444,,,,,,,,,
20251227,4class,loso4_easichan_multi_safe_r21_l05-2_calAll_thr05_seed1,outputs/20251227/4class/loso4_easichan_multi_safe_r21_l05-2_calAll_thr05_seed1,outputs/20251227/4class/loso4_easichan_multi_safe_r21_l05-2_calAll_thr05_seed1/20251227_method_comparison.csv,outputs/20251227/4class/loso4_easichan_multi_safe_r21_l05-2_calAll_thr05_seed1/20251227_results.txt,paper_fir,"left_hand,right_hand,feet,tongue",0train,6,macro,,,"Preprocessing: mode=paper_fir, bandpass 8.0-30.0 Hz, resample 250.0 Hz, epoch tmin=0.5s, tmax=3.5s, events=['left_hand', 'right_hand', 'feet', 'tongue'], sessions=['0train'], FIR(order=50, window=hamming, causal=True)",ea-si-chan-csp-lda,9,0.5393518518518517,0.2708333333333333,0.0073302469135802,0.1111111111111111,,,,,,,
20251227,4class,loso4_easichan_multi_safe_r21_l05-2_calAll_thr05_seed1,outputs/20251227/4class/loso4_easichan_multi_safe_r21_l05-2_calAll_thr05_seed1,outputs/20251227/4class/loso4_easichan_multi_safe_r21_l05-2_calAll_thr05_seed1/20251227_method_comparison.csv,outputs/20251227/4class/loso4_easichan_multi_safe_r21_l05-2_calAll_thr05_seed1/20251227_results.txt,paper_fir,"left_hand,right_hand,feet,tongue",0train,6,macro,,,"Preprocessing: mode=paper_fir, bandpass 8.0-30.0 Hz, resample 250.0 Hz, epoch tmin=0.5s, tmax=3.5s, events=['left_hand', 'right_hand', 'feet', 'tongue'], sessions=['0train'], FIR(order=50, window=hamming, causal=True)",ea-si-chan-multi-safe-csp-lda,9,0.5462962962962963,0.2604166666666667,0.0142746913580246,0.0,0.0032179958282686,0.0,0.1699093357349913,0.3666666666666667,0.5555555555555556,0.9498829084102778,0.7036714975845411
20251227,4class,loso4_easichan_safe_r21_thr03_calAll_corr,outputs/20251227/4class/loso4_easichan_safe_r21_thr03_calAll_corr,outputs/20251227/4class/loso4_easichan_safe_r21_thr03_calAll_corr/20251227_method_comparison.csv,outputs/20251227/4class/loso4_easichan_safe_r21_thr03_calAll_corr/20251227_results.txt,paper_fir,"left_hand,right_hand,feet,tongue",0train,6,macro,,,"Preprocessing: mode=paper_fir, bandpass 8.0-30.0 Hz, resample 250.0 Hz, epoch tmin=0.5s, tmax=3.5s, events=['left_hand', 'right_hand', 'feet', 'tongue'], sessions=['0train'], FIR(order=50, window=hamming, causal=True)",ea-csp-lda,9,0.5320216049382716,0.2569444444444444,,,,,,,,,
20251227,4class,loso4_easichan_safe_r21_thr03_calAll_corr,outputs/20251227/4class/loso4_easichan_safe_r21_thr03_calAll_corr,outputs/20251227/4class/loso4_easichan_safe_r21_thr03_calAll_corr/20251227_method_comparison.csv,outputs/20251227/4class/loso4_easichan_safe_r21_thr03_calAll_corr/20251227_results.txt,paper_fir,"left_hand,right_hand,feet,tongue",0train,6,macro,,,"Preprocessing: mode=paper_fir, bandpass 8.0-30.0 Hz, resample 250.0 Hz, epoch tmin=0.5s, tmax=3.5s, events=['left_hand', 'right_hand', 'feet', 'tongue'], sessions=['0train'], FIR(order=50, window=hamming, causal=True)",ea-si-chan-csp-lda,9,0.5393518518518517,0.2708333333333333,0.0073302469135802,0.1111111111111111,,,,,,,
20251227,4class,loso4_easichan_safe_r21_thr03_calAll_corr,outputs/20251227/4class/loso4_easichan_safe_r21_thr03_calAll_corr,outputs/20251227/4class/loso4_easichan_safe_r21_thr03_calAll_corr/20251227_method_comparison.csv,outputs/20251227/4class/loso4_easichan_safe_r21_thr03_calAll_corr/20251227_results.txt,paper_fir,"left_hand,right_hand,feet,tongue",0train,6,macro,,,"Preprocessing: mode=paper_fir, bandpass 8.0-30.0 Hz, resample 250.0 Hz, epoch tmin=0.5s, tmax=3.5s, events=['left_hand', 'right_hand', 'feet', 'tongue'], sessions=['0train'], FIR(order=50, window=hamming, causal=True)",ea-si-chan-safe-csp-lda,9,0.5424382716049383,0.2708333333333333,0.0104166666666666,0.0,0.4499635225758852,0.3833333333333333,,,0.4444444444444444,1.0,0.6269841269841271
20251227,4class,loso4_easichan_safe_r21_thr05_cal4,outputs/20251227/4class/loso4_easichan_safe_r21_thr05_cal4,outputs/20251227/4class/loso4_easichan_safe_r21_thr05_cal4/20251227_method_comparison.csv,outputs/20251227/4class/loso4_easichan_safe_r21_thr05_cal4/20251227_results.txt,paper_fir,"left_hand,right_hand,feet,tongue",0train,6,macro,,,"Preprocessing: mode=paper_fir, bandpass 8.0-30.0 Hz, resample 250.0 Hz, epoch tmin=0.5s, tmax=3.5s, events=['left_hand', 'right_hand', 'feet', 'tongue'], sessions=['0train'], FIR(order=50, window=hamming, causal=True)",ea-csp-lda,9,0.5320216049382716,0.2569444444444444,,,,,,,,,
20251227,4class,loso4_easichan_safe_r21_thr05_cal4,outputs/20251227/4class/loso4_easichan_safe_r21_thr05_cal4,outputs/20251227/4class/loso4_easichan_safe_r21_thr05_cal4/20251227_method_comparison.csv,outputs/20251227/4class/loso4_easichan_safe_r21_thr05_cal4/20251227_results.txt,paper_fir,"left_hand,right_hand,feet,tongue",0train,6,macro,,,"Preprocessing: mode=paper_fir, bandpass 8.0-30.0 Hz, resample 250.0 Hz, epoch tmin=0.5s, tmax=3.5s, events=['left_hand', 'right_hand', 'feet', 'tongue'], sessions=['0train'], FIR(order=50, window=hamming, causal=True)",ea-si-chan-csp-lda,9,0.5393518518518517,0.2708333333333333,0.0073302469135802,0.1111111111111111,,,,,,,
20251227,4class,loso4_easichan_safe_r21_thr05_cal4,outputs/20251227/4class/loso4_easichan_safe_r21_thr05_cal4,outputs/20251227/4class/loso4_easichan_safe_r21_thr05_cal4/20251227_method_comparison.csv,outputs/20251227/4class/loso4_easichan_safe_r21_thr05_cal4/20251227_results.txt,paper_fir,"left_hand,right_hand,feet,tongue",0train,6,macro,,,"Preprocessing: mode=paper_fir, bandpass 8.0-30.0 Hz, resample 250.0 Hz, epoch tmin=0.5s, tmax=3.5s, events=['left_hand', 'right_hand', 'feet', 'tongue'], sessions=['0train'], FIR(order=50, window=hamming, causal=True)",ea-si-chan-safe-csp-lda,9,0.5408950617283951,0.2708333333333333,0.0088734567901234,0.0,,,,,,,
20251227,4class,loso4_easichan_safe_r21_thr05_cal4_corr,outputs/20251227/4class/loso4_easichan_safe_r21_thr05_cal4_corr,outputs/20251227/4class/loso4_easichan_safe_r21_thr05_cal4_corr/20251227_method_comparison.csv,outputs/20251227/4class/loso4_easichan_safe_r21_thr05_cal4_corr/20251227_results.txt,paper_fir,"left_hand,right_hand,feet,tongue",0train,6,macro,,,"Preprocessing: mode=paper_fir, bandpass 8.0-30.0 Hz, resample 250.0 Hz, epoch tmin=0.5s, tmax=3.5s, events=['left_hand', 'right_hand', 'feet', 'tongue'], sessions=['0train'], FIR(order=50, window=hamming, causal=True)",ea-csp-lda,9,0.5320216049382716,0.2569444444444444,,,,,,,,,
20251227,4class,loso4_easichan_safe_r21_thr05_cal4_corr,outputs/20251227/4class/loso4_easichan_safe_r21_thr05_cal4_corr,outputs/20251227/4class/loso4_easichan_safe_r21_thr05_cal4_corr/20251227_method_comparison.csv,outputs/20251227/4class/loso4_easichan_safe_r21_thr05_cal4_corr/20251227_results.txt,paper_fir,"left_hand,right_hand,feet,tongue",0train,6,macro,,,"Preprocessing: mode=paper_fir, bandpass 8.0-30.0 Hz, resample 250.0 Hz, epoch tmin=0.5s, tmax=3.5s, events=['left_hand', 'right_hand', 'feet', 'tongue'], sessions=['0train'], FIR(order=50, window=hamming, causal=True)",ea-si-chan-csp-lda,9,0.5393518518518517,0.2708333333333333,0.0073302469135802,0.1111111111111111,,,,,,,
20251227,4class,loso4_easichan_safe_r21_thr05_cal4_corr,outputs/20251227/4class/loso4_easichan_safe_r21_thr05_cal4_corr,outputs/20251227/4class/loso4_easichan_safe_r21_thr05_cal4_corr/20251227_method_comparison.csv,outputs/20251227/4class/loso4_easichan_safe_r21_thr05_cal4_corr/20251227_results.txt,paper_fir,"left_hand,right_hand,feet,tongue",0train,6,macro,,,"Preprocessing: mode=paper_fir, bandpass 8.0-30.0 Hz, resample 250.0 Hz, epoch tmin=0.5s, tmax=3.5s, events=['left_hand', 'right_hand', 'feet', 'tongue'], sessions=['0train'], FIR(order=50, window=hamming, causal=True)",ea-si-chan-safe-csp-lda,9,0.5408950617283951,0.2708333333333333,0.0088734567901234,0.0,0.3660317745519855,0.35,,,0.3333333333333333,1.0,0.6888888888888888
20251227,4class,loso4_easichan_safe_r21_thr05_cal4_seed1,outputs/20251227/4class/loso4_easichan_safe_r21_thr05_cal4_seed1,outputs/20251227/4class/loso4_easichan_safe_r21_thr05_cal4_seed1/20251227_method_comparison.csv,outputs/20251227/4class/loso4_easichan_safe_r21_thr05_cal4_seed1/20251227_results.txt,paper_fir,"left_hand,right_hand,feet,tongue",0train,6,macro,,,"Preprocessing: mode=paper_fir, bandpass 8.0-30.0 Hz, resample 250.0 Hz, epoch tmin=0.5s, tmax=3.5s, events=['left_hand', 'right_hand', 'feet', 'tongue'], sessions=['0train'], FIR(order=50, window=hamming, causal=True)",ea-csp-lda,9,0.5320216049382716,0.2569444444444444,,,,,,,,,
20251227,4class,loso4_easichan_safe_r21_thr05_cal4_seed1,outputs/20251227/4class/loso4_easichan_safe_r21_thr05_cal4_seed1,outputs/20251227/4class/loso4_easichan_safe_r21_thr05_cal4_seed1/20251227_method_comparison.csv,outputs/20251227/4class/loso4_easichan_safe_r21_thr05_cal4_seed1/20251227_results.txt,paper_fir,"left_hand,right_hand,feet,tongue",0train,6,macro,,,"Preprocessing: mode=paper_fir, bandpass 8.0-30.0 Hz, resample 250.0 Hz, epoch tmin=0.5s, tmax=3.5s, events=['left_hand', 'right_hand', 'feet', 'tongue'], sessions=['0train'], FIR(order=50, window=hamming, causal=True)",ea-si-chan-csp-lda,9,0.5393518518518517,0.2708333333333333,0.0073302469135802,0.1111111111111111,,,,,,,
20251227,4class,loso4_easichan_safe_r21_thr05_cal4_seed1,outputs/20251227/4class/loso4_easichan_safe_r21_thr05_cal4_seed1,outputs/20251227/4class/loso4_easichan_safe_r21_thr05_cal4_seed1/20251227_method_comparison.csv,outputs/20251227/4class/loso4_easichan_safe_r21_thr05_cal4_seed1/20251227_results.txt,paper_fir,"left_hand,right_hand,feet,tongue",0train,6,macro,,,"Preprocessing: mode=paper_fir, bandpass 8.0-30.0 Hz, resample 250.0 Hz, epoch tmin=0.5s, tmax=3.5s, events=['left_hand', 'right_hand', 'feet', 'tongue'], sessions=['0train'], FIR(order=50, window=hamming, causal=True)",ea-si-chan-safe-csp-lda,9,0.5435956790123457,0.2708333333333333,0.011574074074074,0.0,,,,,,,
20251227,4class,loso4_easichan_safe_r21_thr05_calAll_corr,outputs/20251227/4class/loso4_easichan_safe_r21_thr05_calAll_corr,outputs/20251227/4class/loso4_easichan_safe_r21_thr05_calAll_corr/20251227_method_comparison.csv,outputs/20251227/4class/loso4_easichan_safe_r21_thr05_calAll_corr/20251227_results.txt,paper_fir,"left_hand,right_hand,feet,tongue",0train,6,macro,,,"Preprocessing: mode=paper_fir, bandpass 8.0-30.0 Hz, resample 250.0 Hz, epoch tmin=0.5s, tmax=3.5s, events=['left_hand', 'right_hand', 'feet', 'tongue'], sessions=['0train'], FIR(order=50, window=hamming, causal=True)",ea-csp-lda,9,0.5320216049382716,0.2569444444444444,,,,,,,,,
20251227,4class,loso4_easichan_safe_r21_thr05_calAll_corr,outputs/20251227/4class/loso4_easichan_safe_r21_thr05_calAll_corr,outputs/20251227/4class/loso4_easichan_safe_r21_thr05_calAll_corr/20251227_method_comparison.csv,outputs/20251227/4class/loso4_easichan_safe_r21_thr05_calAll_corr/20251227_results.txt,paper_fir,"left_hand,right_hand,feet,tongue",0train,6,macro,,,"Preprocessing: mode=paper_fir, bandpass 8.0-30.0 Hz, resample 250.0 Hz, epoch tmin=0.5s, tmax=3.5s, events=['left_hand', 'right_hand', 'feet', 'tongue'], sessions=['0train'], FIR(order=50, window=hamming, causal=True)",ea-si-chan-csp-lda,9,0.5393518518518517,0.2708333333333333,0.0073302469135802,0.1111111111111111,,,,,,,
